,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
5767,51,Information,17-1021,Cartographers and Photogrammetrists,detailed,220,18.7,0.01,~,29.5,61370,4.4,15.54,20.56,26.55,34.37,47.73,32330,42770,55220,71490,99280,,
5768,51,Information,17-2000,Engineers,minor,35790,3.6,1.28,~,48.18,100210,1,31.33,37.11,46.18,57.87,70.79,65160,77200,96060,120360,147240,,
5769,51,Information,17-2010,Aerospace Engineers,broad,110,34.8,0,~,50.81,105680,7.8,32.22,36.82,47.37,65.55,76.53,67010,76580,98530,136340,159170,,
5770,51,Information,17-2011,Aerospace Engineers,detailed,110,34.8,0,~,50.81,105680,7.8,32.22,36.82,47.37,65.55,76.53,67010,76580,98530,136340,159170,,
5771,51,Information,17-2050,Civil Engineers,broad,450,14,0.02,~,44.16,91850,2.8,26.94,31.95,41.94,53.93,69.12,56030,66450,87230,112180,143770,,
5772,51,Information,17-2051,Civil Engineers,detailed,450,14,0.02,~,44.16,91850,2.8,26.94,31.95,41.94,53.93,69.12,56030,66450,87230,112180,143770,,
5773,51,Information,17-2060,Computer Hardware Engineers,broad,3700,14.3,0.13,~,57.41,119400,3.9,32.15,42.62,56.42,70.64,83.87,66870,88640,117350,146930,174450,,
5774,51,Information,17-2061,Computer Hardware Engineers,detailed,3700,14.3,0.13,~,57.41,119400,3.9,32.15,42.62,56.42,70.64,83.87,66870,88640,117350,146930,174450,,
5775,51,Information,17-2070,Electrical and Electronics Engineers,broad,28470,4.1,1.02,~,46.95,97650,0.8,31.66,36.93,45.34,56.05,66.94,65850,76820,94310,116570,139230,,
5776,51,Information,17-2071,Electrical Engineers,detailed,3100,6.8,0.11,~,50.18,104380,1.4,31.4,38.07,47.42,60.1,74.75,65300,79180,98630,125020,155490,,
5777,51,Information,17-2072,"Electronics Engineers, Except Computer",detailed,25360,4.6,0.91,3,46.55,96820,0.9,31.68,36.82,45.12,55.54,65.48,65900,76590,93850,115530,136210,,
5778,51,Information,17-2110,"Industrial Engineers, Including Health and Safety",broad,1250,10.2,0.04,~,48.36,100600,1.8,30.98,37.67,46.53,57.76,71.76,64440,78350,96790,120130,149260,,
5779,51,Information,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,30,10.6,0,~,38.27,79590,3.6,22.97,30.03,36.71,45.93,57.3,47780,62460,76360,95530,119180,,
5780,51,Information,17-2112,Industrial Engineers,detailed,1220,10.5,0.04,~,48.65,101180,1.8,31.26,38.03,46.79,57.97,72.12,65020,79100,97320,120580,150020,,
5781,51,Information,17-2140,Mechanical Engineers,broad,300,20.6,0.01,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5782,51,Information,17-2141,Mechanical Engineers,detailed,300,20.6,0.01,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5783,51,Information,17-2190,Miscellaneous Engineers,broad,1470,15.8,0.05,~,47.66,99140,3.6,26.6,32.8,46.71,59.7,72.95,55330,68210,97160,124180,151740,,
5784,51,Information,17-2199,"Engineers, All Other",detailed,1470,15.8,0.05,~,47.66,99140,3.6,26.6,32.8,46.71,59.7,72.95,55330,68210,97160,124180,151740,,
5785,51,Information,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,4940,8.8,0.18,~,30.01,62430,2,18.31,23.81,29.32,35.92,42.07,38080,49530,60980,74710,87500,,
5786,51,Information,17-3010,Drafters,broad,1390,17.8,0.05,~,27.09,56350,4.4,16.63,20.31,26.64,30.79,37.99,34580,42250,55400,64040,79020,,
5787,51,Information,17-3012,Electrical and Electronics Drafters,detailed,1310,18.8,0.05,~,27.03,56220,4.7,16.56,20.18,26.67,30.8,37.99,34450,41970,55480,64060,79010,,
5788,51,Information,17-3019,"Drafters, All Other",detailed,40,24.6,0,~,29.98,62350,10.3,17.36,21.02,25.72,31.03,54.48,36120,43730,53510,64540,113310,,
5789,51,Information,17-3020,"Engineering Technicians, Except Drafters",broad,3350,8.7,0.12,~,31.63,65790,1.6,20.35,25.71,31.33,37.33,44,42330,53480,65180,77640,91510,,
5790,51,Information,17-3023,Electrical and Electronics Engineering Technicians,detailed,2750,9.6,0.1,1,32.09,66750,1.7,20.71,26.06,31.72,37.8,44.9,43080,54200,65990,78630,93400,,
5791,51,Information,17-3026,Industrial Engineering Technicians,detailed,110,12.6,0,~,30.79,64040,3.7,23.13,26.31,30.95,35.48,38.18,48110,54730,64370,73790,79410,,
5792,51,Information,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,200,15,0.01,~,29,60310,4.7,17.32,21.85,28.15,35.47,43.31,36020,45460,58540,73780,90080,,
5793,51,Information,17-3030,Surveying and Mapping Technicians,broad,210,24.1,0.01,~,23.53,48950,3.4,15.59,19.59,23.08,27.72,31.21,32430,40750,48010,57650,64930,,
5794,51,Information,17-3031,Surveying and Mapping Technicians,detailed,210,24.1,0.01,~,23.53,48950,3.4,15.59,19.59,23.08,27.72,31.21,32430,40750,48010,57650,64930,,
5795,51,Information,19-0000,"Life, Physical, and Social Science Occupations",major,2210,6.3,0.08,~,42.54,88490,3.6,17.3,25,37.91,53.42,72.36,35980,52010,78850,111110,150510,,
5796,51,Information,19-1000,Life Scientists,minor,110,28.2,0,~,38.06,79160,9.9,16.5,26.88,35.06,50.11,65.86,34330,55910,72910,104220,136990,,
5797,51,Information,19-2000,Physical Scientists,minor,1180,7.3,0.04,~,47.79,99400,2.6,21.47,30.42,43.82,57.88,77.64,44650,63270,91150,120390,161480,,
5798,51,Information,19-2020,Atmospheric and Space Scientists,broad,970,7,0.03,~,45.25,94120,2.3,20.64,29.3,42.81,55.47,69.21,42920,60940,89050,115380,143960,,
5799,51,Information,19-2021,Atmospheric and Space Scientists,detailed,970,7,0.03,~,45.25,94120,2.3,20.64,29.3,42.81,55.47,69.21,42920,60940,89050,115380,143960,,
5800,51,Information,19-2040,Environmental Scientists and Geoscientists,broad,190,28.5,0.01,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5801,51,Information,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,170,30.5,0.01,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5802,51,Information,19-3000,Social Scientists and Related Workers,minor,500,12.4,0.02,~,41,85270,9.3,17.08,21.35,35.9,53.29,72.88,35520,44410,74670,110840,151590,,
5803,51,Information,19-3010,Economists,broad,100,36.3,0,~,53.06,110360,4.9,30.46,40.85,46.6,58.38,83.77,63350,84960,96920,121440,174230,,
5804,51,Information,19-3011,Economists,detailed,100,36.3,0,~,53.06,110360,4.9,30.46,40.85,46.6,58.38,83.77,63350,84960,96920,121440,174230,,
5805,51,Information,19-3020,Survey Researchers,broad,280,16.1,0.01,~,36.64,76210,18.3,16.54,19.48,26.69,49.11,66.4,34400,40530,55510,102150,138110,,
5806,51,Information,19-3022,Survey Researchers,detailed,280,16.1,0.01,~,36.64,76210,18.3,16.54,19.48,26.69,49.11,66.4,34400,40530,55510,102150,138110,,
5807,51,Information,19-3090,Miscellaneous Social Scientists and Related Workers,broad,80,16.1,0,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5808,51,Information,19-4000,"Life, Physical, and Social Science Technicians",minor,420,14.4,0.01,~,30.73,63910,7.8,11.64,17.84,27.37,36.09,48.6,24200,37110,56930,75070,101090,,
5809,51,Information,19-4060,Social Science Research Assistants,broad,50,43.5,0,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5810,51,Information,19-4061,Social Science Research Assistants,detailed,50,43.5,0,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5811,51,Information,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,290,14.9,0.01,~,26.69,55510,6.1,11.29,17.64,26.87,34.14,40.57,23490,36700,55890,71020,84390,,
5812,51,Information,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,290,14.9,0.01,~,26.69,55510,6.1,11.29,17.64,26.87,34.14,40.57,23490,36700,55890,71020,84390,,
5813,51,Information,21-0000,Community and Social Service Occupations,major,210,15.8,0.01,~,26.96,56080,4.2,14.18,18.85,23.24,31.27,42.5,29500,39210,48330,65040,88410,,
5814,51,Information,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,160,19.6,0.01,~,24.95,51890,4.4,14.18,18.26,22.59,29.73,38.96,29490,37980,46990,61830,81030,,
5815,51,Information,21-1010,Counselors,broad,100,22.8,0,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5816,51,Information,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,40,34.8,0,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5817,51,Information,21-1090,Miscellaneous Community and Social Service Specialists,broad,50,47.3,0,~,23.53,48930,5.3,18.02,20.04,22.13,24.71,35.36,37480,41680,46020,51410,73550,,
5818,51,Information,21-1099,"Community and Social Service Specialists, All Other",detailed,**,**,**,~,21.52,44760,6.1,16.97,19.73,21.51,23.28,26.31,35310,41030,44730,48430,54720,,
5819,51,Information,21-2000,Religious Workers,minor,50,21.5,0,~,33.62,69930,5.2,14.2,20.76,26.58,36.68,59.37,29530,43170,55280,76290,123490,,
5820,51,Information,23-0000,Legal Occupations,major,9460,4.2,0.34,2,72.97,151780,2.3,24.08,37.75,65.15,96.79,#,50090,78530,135510,201330,#,,
5821,51,Information,23-1000,"Lawyers, Judges, and Related Workers",minor,6990,4.7,0.25,~,88.23,183520,1.9,41.06,56.59,80.91,#,#,85410,117710,168300,#,#,,
5822,51,Information,23-1010,Lawyers and Judicial Law Clerks,broad,6970,4.7,0.25,~,88.43,183930,1.9,41.31,56.84,81.05,#,#,85930,118230,168580,#,#,,
5823,51,Information,23-1011,Lawyers,detailed,6970,4.7,0.25,1,88.43,183930,1.9,41.31,56.84,81.05,#,#,85930,118230,168580,#,#,,
5824,51,Information,23-2000,Legal Support Workers,minor,2470,6.2,0.09,~,29.82,62030,4.6,13.83,19.38,28.84,37.92,46.93,28770,40300,59990,78880,97610,,
5825,51,Information,23-2010,Paralegals and Legal Assistants,broad,1400,6.6,0.05,~,34.11,70950,3.1,20.32,26,33.25,40.43,48.21,42260,54080,69150,84090,100270,,
5826,51,Information,23-2011,Paralegals and Legal Assistants,detailed,1400,6.6,0.05,~,34.11,70950,3.1,20.32,26,33.25,40.43,48.21,42260,54080,69150,84090,100270,,
5827,51,Information,23-2090,Miscellaneous Legal Support Workers,broad,1070,11.3,0.04,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5828,51,Information,23-2091,Court Reporters,detailed,410,22.8,0.01,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5829,51,Information,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,370,18.3,0.01,~,22.28,46340,7.4,10.95,15.03,18.68,28.85,36.55,22780,31260,38860,60010,76020,,
5830,51,Information,23-2099,"Legal Support Workers, All Other",detailed,290,11.3,0.01,~,33.16,68970,3,18.08,24.53,29.26,40.4,56.17,37610,51030,60870,84030,116840,,
5831,51,Information,25-0000,"Education, Training, and Library Occupations",major,19790,8.3,0.71,2,23.71,49320,1.3,10.96,15.36,22.36,30.42,37.94,22790,31960,46510,63270,78910,,
5832,51,Information,25-1000,Postsecondary Teachers,minor,**,**,**,~,*,77030,6.6,*,*,*,*,*,40410,51170,71080,93780,114870,True,
5833,51,Information,25-1190,Miscellaneous Postsecondary Teachers,broad,**,**,**,~,*,70940,5.1,*,*,*,*,*,40020,50000,69380,90770,106710,True,
5834,51,Information,25-1194,"Vocational Education Teachers, Postsecondary",detailed,**,**,**,~,34.1,70940,5.1,19.24,24.04,33.36,43.64,51.31,40020,50000,69380,90770,106710,,
5835,51,Information,25-3000,Other Teachers and Instructors,minor,1230,17.1,0.04,~,26.72,55570,5.6,10.7,15.15,25.19,36.39,45.43,22250,31510,52400,75680,94490,,
5836,51,Information,25-3010,Adult Basic and Secondary Education and Literacy Teachers and Instructors,broad,170,7.3,0.01,~,34.54,71840,2.6,22.98,31.9,35.4,38.86,44.13,47810,66360,73640,80830,91790,,
5837,51,Information,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,170,7.3,0.01,~,34.54,71840,2.6,22.98,31.9,35.4,38.86,44.13,47810,66360,73640,80830,91790,,
5838,51,Information,25-3020,Self-Enrichment Education Teachers,broad,230,19.2,0.01,~,22.55,46900,6.5,13,15.4,18.33,28.35,36.75,27040,32040,38130,58970,76440,,
5839,51,Information,25-3021,Self-Enrichment Education Teachers,detailed,230,19.2,0.01,~,22.55,46900,6.5,13,15.4,18.33,28.35,36.75,27040,32040,38130,58970,76440,,
5840,51,Information,25-3090,Miscellaneous Teachers and Instructors,broad,830,24.5,0.03,~,26.29,54670,7.8,10.03,13.32,23.6,36.54,47.6,20850,27700,49080,76010,99000,,
5841,51,Information,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,830,24.5,0.03,~,*,54670,7.8,*,*,*,*,*,20850,27700,49080,76010,99000,True,
5842,51,Information,25-4000,"Librarians, Curators, and Archivists",minor,16170,9.7,0.58,~,22.54,46880,1.6,10.78,14.74,21.18,29.07,36.34,22420,30660,44060,60480,75580,,
5843,51,Information,25-4010,"Archivists, Curators, and Museum Technicians",broad,1700,21.1,0.06,~,26.06,54200,2.9,15.21,17.29,23.61,33.02,40.75,31640,35960,49100,68670,84760,,
5844,51,Information,25-4011,Archivists,detailed,1350,24.1,0.05,~,24.13,50180,3.2,15.03,16.85,21.4,31.19,37.32,31260,35060,44510,64880,77620,,
5845,51,Information,25-4012,Curators,detailed,270,23.3,0.01,~,35.65,74140,5.5,18.96,25.05,33.31,42.86,49.85,39430,52100,69280,89150,103690,,
5846,51,Information,25-4013,Museum Technicians and Conservators,detailed,80,30.5,0,~,26.48,55070,6.2,11.7,17.8,24.6,32.79,45.22,24340,37030,51170,68200,94050,,
5847,51,Information,25-4020,Librarians,broad,8030,9.5,0.29,~,27.15,56460,1.7,15.07,20.47,27.1,33.16,38.47,31330,42580,56370,68970,80030,,
5848,51,Information,25-4021,Librarians,detailed,8030,9.5,0.29,1,27.15,56460,1.7,15.07,20.47,27.1,33.16,38.47,31330,42580,56370,68970,80030,,
5849,51,Information,25-4030,Library Technicians,broad,6440,9.8,0.23,~,15.87,33010,1.7,9.73,11.04,14.93,19.91,23.57,20250,22970,31050,41400,49030,,
5850,51,Information,25-4031,Library Technicians,detailed,6440,9.8,0.23,1,15.87,33010,1.7,9.73,11.04,14.93,19.91,23.57,20250,22970,31050,41400,49030,,
5851,51,Information,25-9000,"Other Education, Training, and Library Occupations",minor,2210,8.1,0.08,~,*,62570,1.9,*,*,*,*,*,32740,46770,60670,77080,95920,True,
5852,51,Information,25-9010,Audio-Visual and Multimedia Collections Specialists,broad,40,23.6,0,~,25.4,52830,4,17.1,20.73,24.99,28.96,35.17,35580,43110,51980,60230,73150,,
5853,51,Information,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,40,23.6,0,~,25.4,52830,4,17.1,20.73,24.99,28.96,35.17,35580,43110,51980,60230,73150,,
5854,51,Information,25-9030,Instructional Coordinators,broad,1740,9.1,0.06,~,32.37,67330,1.2,20.71,25.75,30.79,38.13,46.98,43080,53560,64040,79320,97720,,
5855,51,Information,25-9031,Instructional Coordinators,detailed,1740,9.1,0.06,~,32.37,67330,1.2,20.71,25.75,30.79,38.13,46.98,43080,53560,64040,79320,97720,,
5856,51,Information,25-9040,Teacher Assistants,broad,60,30,0,~,*,27920,2.9,*,*,*,*,*,23010,26170,28390,30610,32110,True,
5857,51,Information,25-9041,Teacher Assistants,detailed,60,30,0,~,*,27920,2.9,*,*,*,*,*,23010,26170,28390,30610,32110,True,
5858,51,Information,25-9090,"Miscellaneous Education, Training, and Library Workers",broad,360,16.1,0.01,~,22.5,46790,8.9,9.71,15.06,18.08,28.36,41.91,20190,31330,37610,58990,87170,,
5859,51,Information,25-9099,"Education, Training, and Library Workers, All Other",detailed,360,16.1,0.01,~,22.5,46790,8.9,9.71,15.06,18.08,28.36,41.91,20190,31330,37610,58990,87170,,
5860,51,Information,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,454980,1.2,16.25,37,33.72,70140,1,11.9,17.1,26.68,40.86,62.15,24750,35570,55490,84990,129270,,
5861,51,Information,27-1000,Art and Design Workers,minor,63670,2.6,2.27,~,34.65,72070,1.4,15.11,20.35,29.51,44,61.27,31430,42320,61380,91520,127450,,
5862,51,Information,27-1010,Artists and Related Workers,broad,27050,4.2,0.97,~,43.49,90470,1.4,20.08,27.35,39.08,54.56,73.63,41760,56900,81290,113490,153150,,
5863,51,Information,27-1011,Art Directors,detailed,9070,3.8,0.32,2,52.5,109200,1.3,24.45,33.24,47.65,66.29,86.62,50860,69140,99110,137890,180160,,
5864,51,Information,27-1012,Craft Artists,detailed,270,32.6,0.01,~,26.82,55780,6.7,15.63,19.29,25.17,34.06,41.48,32500,40120,52360,70850,86270,,
5865,51,Information,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,1920,10.9,0.07,~,38.32,79710,5.3,17.51,23.11,31.49,46.77,69.65,36430,48080,65490,97280,144880,,
5866,51,Information,27-1014,Multimedia Artists and Animators,detailed,15290,6,0.55,1,39.61,82380,2.2,19.68,26.46,36.69,48.8,64.44,40940,55030,76310,101510,134030,,
5867,51,Information,27-1019,"Artists and Related Workers, All Other",detailed,510,43,0.02,~,28.13,58510,5,14.85,18.06,23.14,32.79,47.49,30890,37560,48140,68200,98770,,
5868,51,Information,27-1020,Designers,broad,36620,2.3,1.31,~,28.11,58480,1.6,13.21,17.52,24.35,34.74,47.76,27470,36450,50650,72260,99340,,
5869,51,Information,27-1021,Commercial and Industrial Designers,detailed,370,8.8,0.01,~,30.82,64110,5.6,16.62,21.86,28.07,36.15,47.81,34570,45460,58400,75200,99450,,
5870,51,Information,27-1022,Fashion Designers,detailed,2790,10.2,0.1,~,40.76,84780,3.9,16.1,25.17,36.27,49.98,69.85,33490,52360,75430,103970,145280,,
5871,51,Information,27-1024,Graphic Designers,detailed,27220,2.4,0.97,7,25.69,53440,0.9,13.33,17,22.92,31.22,41.86,27720,35370,47680,64930,87080,,
5872,51,Information,27-1027,Set and Exhibit Designers,detailed,4320,9.3,0.15,~,34.01,70740,3,16.85,22.11,29.97,43.74,54.76,35050,46000,62340,90970,113890,,
5873,51,Information,27-1029,"Designers, All Other",detailed,1180,12.6,0.04,~,41.58,86480,4.8,15.63,23.61,33.89,53.17,74.66,32510,49110,70490,110600,155290,,
5874,51,Information,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,101420,2.7,3.62,~,43.7,90900,1.9,12.1,19.7,32.24,54.93,89.53,25170,40980,67050,114260,186230,,
5875,51,Information,27-2010,"Actors, Producers, and Directors",broad,98460,2.5,3.52,~,44.04,91600,1.9,12.2,19.98,32.63,55.46,90.2,25370,41550,67870,115350,187620,,
5876,51,Information,27-2011,Actors,detailed,17420,10.4,0.62,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
5877,51,Information,27-2012,Producers and Directors,detailed,81040,2.5,2.89,12,44.93,93450,1.7,15.92,23.17,35.31,56.14,81.33,33120,48180,73450,116780,169160,,
5878,51,Information,27-2032,Choreographers,detailed,50,26.8,0,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5879,51,Information,27-2040,"Musicians, Singers, and Related Workers",broad,980,18.1,0.03,~,38.23,*,11.3,13.43,18.48,30.31,46.45,63.6,*,*,*,*,*,,True
5880,51,Information,27-2041,Music Directors and Composers,detailed,610,25.6,0.02,~,37.64,78290,17.4,13.99,17.49,27.23,43.69,71.7,29110,36380,56640,90870,149130,,
5881,51,Information,27-2042,Musicians and Singers,detailed,370,22.7,0.01,~,39.22,*,7,12.11,25.22,37.03,48.86,60.47,*,*,*,*,*,,True
5882,51,Information,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,1920,26.7,0.07,~,29.52,*,8.7,10.64,14.89,19.6,29.94,60.07,*,*,*,*,*,,True
5883,51,Information,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,1920,26.7,0.07,~,29.52,*,8.7,10.64,14.89,19.6,29.94,60.07,*,*,*,*,*,,True
5884,51,Information,27-3000,Media and Communication Workers,minor,175390,1.3,6.26,~,29.55,61460,0.8,11.41,15.7,23.91,36.26,51.74,23720,32650,49730,75430,107620,,
5885,51,Information,27-3010,Announcers,broad,26580,2.7,0.95,~,22.15,46080,1.8,8.99,10.77,15.25,23.5,38.37,18710,22410,31710,48870,79800,,
5886,51,Information,27-3011,Radio and Television Announcers,detailed,26070,2.7,0.93,4,22.26,46300,1.8,9,10.79,15.34,23.61,38.55,18730,22440,31910,49120,80180,,
5887,51,Information,27-3012,Public Address System and Other Announcers,detailed,500,14.5,0.02,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5888,51,Information,27-3020,"News Analysts, Reporters and Correspondents",broad,42970,2.6,1.53,~,27.1,56360,1.6,11.2,14.13,19.57,32.41,48.17,23300,29380,40710,67410,100190,,
5889,51,Information,27-3021,Broadcast News Analysts,detailed,5440,8.6,0.19,1,42.82,89070,3.3,12.68,17.24,30.42,50.76,95.68,26360,35850,63270,105580,199010,,
5890,51,Information,27-3022,Reporters and Correspondents,detailed,37530,2.5,1.34,5,24.82,51620,1.6,11.04,13.89,18.87,30.14,43.72,22960,28880,39240,62690,90930,,
5891,51,Information,27-3030,Public Relations Specialists,broad,10800,3.1,0.39,~,33.24,69140,1.7,13.13,19.73,29.02,42.48,59.09,27300,41030,60370,88350,122900,,
5892,51,Information,27-3031,Public Relations Specialists,detailed,10800,3.1,0.39,3,33.24,69140,1.7,13.13,19.73,29.02,42.48,59.09,27300,41030,60370,88350,122900,,
5893,51,Information,27-3040,Writers and Editors,broad,85140,1.9,3.04,~,32.87,68370,1,14.34,19.61,28.07,38.97,55.66,29820,40790,58380,81060,115780,,
5894,51,Information,27-3041,Editors,detailed,65600,2,2.34,11,32.34,67260,1.2,14.22,19.21,27.29,38.19,55.02,29580,39950,56750,79430,114430,,
5895,51,Information,27-3042,Technical Writers,detailed,6300,10.1,0.22,1,36.21,75310,1.8,20.29,26.5,34.62,44.31,56.56,42210,55110,72010,92160,117640,,
5896,51,Information,27-3043,Writers and Authors,detailed,13240,4,0.47,2,33.92,70560,2.5,13.32,19.07,28.65,40.36,57.27,27710,39660,59580,83950,119120,,
5897,51,Information,27-3090,Miscellaneous Media and Communication Workers,broad,9900,8.5,0.35,~,27.46,57120,3.9,12.37,15.03,24.23,36.81,47.65,25730,31260,50400,76570,99110,,
5898,51,Information,27-3091,Interpreters and Translators,detailed,540,7.8,0.02,~,27.32,56830,4.3,13.98,19.15,26.4,34.13,39.8,29080,39840,54920,70990,82790,,
5899,51,Information,27-3099,"Media and Communication Workers, All Other",detailed,9360,9,0.33,1,27.47,57130,4.1,12.31,14.92,24.07,37.08,47.86,25610,31040,50070,77120,99560,,
5900,51,Information,27-4000,Media and Communication Equipment Workers,minor,114490,2.4,4.09,~,30.76,63970,2.2,11.52,16.34,25.04,38.17,54.39,23960,33990,52080,79390,113140,,
5901,51,Information,27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,53890,3.7,1.92,~,25.06,52120,1.5,10.56,14.23,20.56,32.44,45.71,21970,29600,42760,67460,95070,,
5902,51,Information,27-4011,Audio and Video Equipment Technicians,detailed,19640,5.2,0.7,3,24.62,51210,1.9,12.07,15.42,20.95,30.97,43.82,25100,32060,43580,64420,91140,,
5903,51,Information,27-4012,Broadcast Technicians,detailed,25950,5.8,0.93,3,21.98,45710,1.7,9.71,12.28,18.34,29.21,39.73,20190,25550,38140,60750,82650,,
5904,51,Information,27-4013,Radio Operators,detailed,170,25.2,0.01,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5905,51,Information,27-4014,Sound Engineering Technicians,detailed,8130,5.6,0.29,2,36.18,75260,3.2,12.96,18.96,30.01,48.04,63.76,26960,39430,62410,99920,132620,,
5906,51,Information,27-4020,Photographers,broad,8320,4.2,0.3,~,25.19,52390,1.9,11.04,15.34,21.67,31.64,43.33,22960,31900,45070,65810,90130,,
5907,51,Information,27-4021,Photographers,detailed,8320,4.2,0.3,1,25.19,52390,1.9,11.04,15.34,21.67,31.64,43.33,22960,31900,45070,65810,90130,,
5908,51,Information,27-4030,"Television, Video, and Motion Picture Camera Operators and Editors",broad,42850,3.4,1.53,~,37.25,77480,3.3,13.64,18.98,28.65,42.97,71.54,28370,39480,59600,89380,148800,,
5909,51,Information,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,15690,3.8,0.56,2,29.93,62250,2.1,12.17,17.49,26.2,37.8,50.96,25310,36380,54500,78620,106000,,
5910,51,Information,27-4032,Film and Video Editors,detailed,27160,4.6,0.97,5,41.48,86280,4.3,14.6,20.19,29.92,48.63,80.48,30360,41990,62240,101140,167390,,
5911,51,Information,27-4090,Miscellaneous Media and Communication Equipment Workers,broad,9430,6.6,0.34,~,38.72,80540,2.1,18.34,28.85,39.46,47.47,58.14,38140,60010,82080,98740,120920,,
5912,51,Information,27-4099,"Media and Communication Equipment Workers, All Other",detailed,9430,6.6,0.34,~,38.72,80540,2.1,18.34,28.85,39.46,47.47,58.14,38140,60010,82080,98740,120920,,
5913,51,Information,29-0000,Healthcare Practitioners and Technical Occupations,major,2540,9.6,0.09,~,32.78,68180,4,13.73,18.63,30.96,42.57,55.86,28560,38750,64390,88550,116180,,
5914,51,Information,29-1000,Health Diagnosing and Treating Practitioners,minor,810,11.5,0.03,~,44.71,93000,3.5,26.51,32.98,41.79,54.92,63.92,55140,68590,86910,114230,132950,,
5915,51,Information,29-1140,Registered Nurses,broad,620,12.6,0.02,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5916,51,Information,29-1141,Registered Nurses,detailed,620,12.6,0.02,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5917,51,Information,29-2000,Health Technologists and Technicians,minor,1150,19.2,0.04,~,21.17,44030,5.2,12.61,14.02,18.32,26.58,34.43,26230,29160,38100,55290,71620,,
5918,51,Information,29-2040,Emergency Medical Technicians and Paramedics,broad,90,27.7,0,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5919,51,Information,29-2041,Emergency Medical Technicians and Paramedics,detailed,90,27.7,0,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5920,51,Information,29-2070,Medical Records and Health Information Technicians,broad,830,22.1,0.03,~,18.94,39390,4.8,12.54,13.64,16.32,23.12,29.6,26090,28370,33940,48090,61570,,
5921,51,Information,29-2071,Medical Records and Health Information Technicians,detailed,830,22.1,0.03,~,18.94,39390,4.8,12.54,13.64,16.32,23.12,29.6,26090,28370,33940,48090,61570,,
5922,51,Information,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,580,7.5,0.02,~,39.12,81370,1.5,24.67,31.86,37.83,46.76,56.21,51320,66270,78680,97250,116910,,
5923,51,Information,29-9010,Occupational Health and Safety Specialists and Technicians,broad,560,7.7,0.02,~,38.95,81010,1.5,24.85,31.86,37.64,46.45,55.78,51680,66260,78300,96620,116030,,
5924,51,Information,29-9011,Occupational Health and Safety Specialists,detailed,520,7.7,0.02,~,39.82,82820,1.4,26.17,32.78,38.35,47.11,56.47,54440,68180,79760,98000,117460,,
5925,51,Information,29-9012,Occupational Health and Safety Technicians,detailed,40,25.6,0,~,27,56150,3.2,20.07,22.87,26.89,30.57,35.99,41750,47560,55930,63580,74850,,
